id,submitted_at,age_group,gender,occupation,region,drives_weekly,drinking_freq,fav_alcohols_arr,nonalc_freq,health_reasons_arr,purchase_intent,price_band,satisfaction_int,free_comment,positive_point,negative_feedback,scene,positive_point_category,positive_point_confidence,negative_feedback_category,negative_feedback_confidence
855,2025-07-07 00:36:49,30s,female,company_employee,kinki,False,monthly,['wine' 'beer' 'none'],weekly,['low_sugar' 'fitness'],def_buy,300_349,4,クラフトビールの味わいが素晴らしく、夕方にリラックスしたい時に楽しめそうです。健康や糖質を気にしている身としても満足できる飲み心地でした。300円台前半の価格設定であれば、定期的に購入したいと思います。,味わいが素晴らしい,,夕方,Flavor,0.99,,
856,2025-07-06 16:26:50,30s,male,other,kanto,True,weekly,['shochu' 'wine' 'beer'],weekly,['low_sugar'],maybe,200_249,2,炭酸が弱くて少し物足りなさを感じました。味自体は悪くないのですが、夕食と一緒に飲むなら、もう少しシュワッとした刺激が欲しいところです。糖質制限中なので低糖質なのは助かりますが、200円台前半で買えるならたまには試してみてもいいかなという程度です。,低糖質なのは助かります,炭酸の刺激が不足している,夕食,CaloriesCarbs,0.99,MouthfeelCarbonation,0.99
857,2025-07-06 20:03:19,20s,male,no_answer,kinki,True,weekly,['beer' 'cocktail'],sometimes,['low_sugar'],unsure,200_249,3,パッケージのデザインが気に入ったけど、味は普通といった印象で、運転時に飲めるノンアルとしては悪くないが決め手に欠ける感じ。,パッケージデザインが好み,味が平凡で購買決定要因に不足している,運転時,PackagingDesign,1.0,Flavor,0.99
858,2025-07-07 02:29:10,30s,male,company_employee,kinki,False,never,['beer'],sometimes,['fitness' 'pregnancy'],maybe,300_349,3,香りは良いけど、もう少し苦味があると運転後に楽しめそう。,香りは良い,苦味の強化を要望します,運転後,Aroma,1.0,Flavor,0.99
859,2025-07-06 21:35:24,20s,male,company_employee,overseas,False,monthly,['cocktail' 'beer' 'shochu'],sometimes,['low_carb'],unsure,300_349,5,海外でこの価格帯でこんなに美味しいクラフトビールが飲めるなんて最高！低糖質なのに味わい深くて、夕食と一緒に楽しむのにぴったりです！,味わい深い,,夕食,Flavor,0.99,None,0
860,2025-07-06 18:06:11,50s,male,company_employee,kanto,True,monthly,['highball'],sometimes,['fitness'],maybe,300_349,4,仕事の合間に一息つくのにちょうど良い味わいで満足です。個人的にはもう少し苦味が強くても良いかなと思いましたが、ハイボール好きの私でも楽しめる味わいでした。この価格帯なら時々購入したいと思います。,仕事の合間にちょうど良い味わい,苦味の強化を希望します,仕事の合間,Flavor,0.95,Flavor,1.0
861,2025-07-07 09:37:55,30s,other,other,hokkaido_to_hoku,False,weekly,['beer' 'highball' 'chuhai'],sometimes,['low_sugar'],maybe,200_249,4,味わいが素晴らしく、運転時にも楽しめるノンアルコールビールとして満足しています。糖質控えめなのも嬉しいポイントですね。価格がもう少し手頃になれば、週に一度の楽しみとして定期的に購入したいと思います。,味わいが素晴らしく糖質控えめ,価格が手頃であれば定期購入を検討したい,運転,Flavor,0.95,PriceValue,1.0
862,2025-07-07 15:21:00,40s,male,other,no_answer,False,daily,['wine' 'cocktail' 'highball'],first_time,['low_cal'],no,250_299,5,今回のノンアルコールクラフトビールは、後味の爽やかさが素晴らしく、お風呂上がりの一杯にぴったりだと感じました。ワインやカクテル、ハイボールを普段好んで飲む私ですが、このような質の高いノンアルコール飲料があれば、カロリーを気にしながらも日々の晩酌の選択肢が広がると思います。,後味の爽やかさが素晴らしい,,お風呂上がり,DrinkabilityAftertaste,0.99,None,0
863,2025-07-06 22:49:29,50s,female,other,chubu,True,daily,['cocktail' 'wine' 'chuhai'],first_time,['low_carb'],def_buy,200_249,4,スポーツ後の一杯にぴったり、味わい深くて満足感あるノンアルなのに本格的な味わいで驚きました！もう少しお手頃価格だと嬉しいけど、これは買いですね。,本格的な味わいで満足感がある,価格をもう少し抑えてほしい,スポーツ後,Flavor,0.99,PriceValue,0.99
864,2025-07-07 01:32:24,20s,male,company_employee,hokkaido_to_hoku,False,never,['beer' 'highball'],sometimes,['doctor_advice'],def_buy,250_299,3,低カロリーで食事に合いそうだけど、もう少し苦みがあると嬉しい。,低カロリーで食事に合う,苦味の強化を希望,,CaloriesCarbs,0.99,Flavor,0.99
865,2025-07-06 13:37:57,30s,female,self_employed,kinki,False,monthly,['chuhai' 'beer' 'wine'],sometimes,['fitness' 'low_cal'],def_buy,250_299,4,お風呂上がりにぴったりの爽やかな味わいで、もう少し炭酸が強ければ完璧なのに！フィットネス中心の生活でも罪悪感なく楽しめる低カロリーなのが嬉しいポイントです。,低カロリーで罪悪感なく楽しめる,炭酸の強さを増やすとより好ましい,お風呂上がり,CaloriesCarbs,0.99,MouthfeelCarbonation,0.99
866,2025-07-06 17:38:21,60plus,female,no_answer,overseas,True,daily,['highball' 'cocktail' 'sake'],first_time,['low_cal' 'doctor_advice'],def_buy,200_249,3,香りが特に良く、パーティーシーンで楽しめそうなノンアルコールビールでした。普段はハイボールやカクテル、日本酒を好んで飲みますが、運転や健康上の理由からノンアルを選ぶ機会も増えそうです。200円台の価格なら定期的に購入したいと思います。,香りが特に良い,,パーティー,Aroma,1.0,,
867,2025-07-06 16:39:51,50s,female,company_employee,no_answer,False,monthly,['sake'],weekly,['low_carb'],maybe,under199,4,スポーツ後の爽快感にぴったりの味わいで、とても満足しました。糖質制限中でも楽しめるのが嬉しいですが、炭酸がもう少し控えめだとさらに飲みやすくなるかもしれません。,爽快感にぴったりの味わい,炭酸の強さを抑えることで飲みやすさが向上する,スポーツ後,Flavor,0.96,MouthfeelCarbonation,0.96
868,2025-07-06 18:20:30,50s,female,student,kinki,False,weekly,['beer' 'sake' 'wine'],first_time,['low_cal' 'low_carb'],maybe,200_249,3,香りは良かったのですが、もう少し炭酸が強いとさらに美味しく感じられたかもしれません。お風呂上がりにぴったりの爽やかさはあり、低カロリー・低糖質なのも嬉しいポイントでした。200円台前半なら定期的に購入を検討したいと思います。,低カロリー低糖質,炭酸の強さを増すことが望ましい,お風呂上がり,CaloriesCarbs,0.99,MouthfeelCarbonation,1.0
869,2025-07-06 23:09:46,20s,female,other,kinki,True,monthly,['none' 'beer'],sometimes,['low_sugar' 'low_cal'],maybe,200_249,4,ランチ休憩にさっと飲めるノンアルビール、後味スッキリで美味しかったです！もう少しお手頃価格だったら定期的に買いたいな。,後味がスッキリ,価格をもう少し手頃にすれば定期的に購入したい,ランチ休憩,DrinkabilityAftertaste,1.0,PriceValue,0.99
870,2025-07-06 23:01:31,40s,male,homemaker,kinki,True,daily,['chuhai'],first_time,['low_carb' 'doctor_advice'],maybe,250_299,5,お風呂上がりにこれ飲みたい！低糖質なのに味が本格的で最高！,味が本格的で最高,,風呂上がり,Flavor,0.99,None,0
871,2025-07-07 06:37:36,40s,male,self_employed,kanto,False,daily,['shochu' 'beer'],first_time,['low_carb'],maybe,250_299,4,後味がスッキリしていて飲みやすく、パーティーでみんなと楽しめそうだけど、もう少し苦みが抑えられるとさらに良いかも。,後味がスッキリしていて飲みやすい,苦味の抑制が必要です,パーティー,DrinkabilityAftertaste,0.99,Flavor,0.99
872,2025-07-07 05:49:54,30s,male,company_employee,chubu,False,weekly,['cocktail' 'beer' 'chuhai'],sometimes,['none'],def_buy,200_249,5,スポーツ後の爽快感にぴったりの香り高いクラフトビール！炭酸がもう少し強ければ完璧だけど、この芳醇な香りと味わいに大満足です。200円台なら迷わず買います。,芳醇な香りと味わい,炭酸の強さが不足している,スポーツ後,Aroma,0.8,MouthfeelCarbonation,1.0
873,2025-07-06 14:24:26,30s,male,company_employee,hokkaido_to_hoku,False,monthly,['chuhai' 'highball'],first_time,['low_carb'],def_buy,250_299,4,クラフトビールの味わいは素晴らしく満足できましたが、炭酸がもう少し強ければさらに良かったと思います。ランチ休憩時に気軽に楽しめる価格帯なので、普段はハイボールやチューハイを好む私でも定期的に購入したいと感じました。,味わいが素晴らしい,炭酸の強さを強化することが望ましい,ランチ,Flavor,0.99,MouthfeelCarbonation,0.99
874,2025-07-07 02:18:17,40s,female,company_employee,chugoku_shikoku,True,monthly,['highball' 'none'],sometimes,['none'],maybe,under199,5,今回のクラフトビールは、これまで飲んできたどのビールとも違う奥深い味わいで感動しました！夕方の一息つく時間に、この香りと風味を楽しめるのは至福のひとときです。炭酸がもう少し控えめだとさらに私好みになるかもしれませんが、この価格帯でこの品質は本当に素晴らしいと思います。,奥深い味わいで感動,炭酸の強さを抑えると好みになる可能性がある,夕方,Flavor,0.99,MouthfeelCarbonation,0.99
875,2025-07-06 19:55:03,30s,female,company_employee,overseas,True,daily,['wine' 'chuhai' 'highball'],sometimes,['none'],maybe,200_249,4,お風呂上がりにぴったりの爽やかな味わいで満足感あり、ちょっと苦みが控えめだったら最高なのになぁ。,爽やかな味わいで満足感がある,苦味がもう少し控えめであれば最適である,お風呂上がり,Flavor,0.99,Flavor,0.99
876,2025-07-06 17:30:49,30s,male,company_employee,kanto,True,weekly,['sake' 'cocktail' 'highball'],sometimes,['none'],def_buy,200_249,4,BBQに最高！このクラフトビール、味わいが抜群で絶対買います。,味わいが抜群,,BBQ,Flavor,0.99,None,0
877,2025-07-07 11:48:54,20s,male,student,chugoku_shikoku,False,weekly,['beer' 'cocktail' 'shochu'],weekly,['none'],maybe,250_299,4,BBQの時に飲みたい爽やかな味わいで満足だけど、もう少し手頃な価格だったら嬉しいな。,爽やかな味わい,価格をより手頃に設定してほしい,バーベキュー,Flavor,0.99,PriceValue,0.99
878,2025-07-07 09:56:04,40s,male,student,kanto,False,weekly,['highball' 'shochu' 'none'],first_time,['low_carb' 'low_sugar'],maybe,200_249,2,値段が安いのは良いですが、糖質制限中なのでノンアルコールビールの糖質含有量が気になりました。もう少し低糖質なラインナップがあると嬉しいです。,値段が安い,糖質含有量が高く低糖質製品の拡充を要望,,PriceValue,1.0,CaloriesCarbs,0.99
879,2025-07-06 11:34:42,30s,male,company_employee,chugoku_shikoku,False,weekly,['wine' 'highball'],sometimes,['low_carb'],def_buy,250_299,5,今回のクラフトビールは味わいが素晴らしく、仕事帰りのリラックスタイムにぴったりの一品でした！低糖質なのに本格的な味わいが楽しめるのが嬉しいポイントです。価格がもう少しリーズナブルになれば、もっと気軽に楽しめるのになと思いました。,本格的な味わいが楽しめる,価格をよりリーズナブルに設定すべき,仕事帰り,Flavor,0.99,PriceValue,1.0
880,2025-07-06 11:59:17,50s,male,company_employee,kinki,False,daily,['sake' 'wine' 'highball'],first_time,['low_sugar' 'low_cal'],def_buy,250_299,4,仕事の合間に一息つける低カロリーのノンアルコールビールとして、とても満足できる味わいでした。日本酒やワインが好きな私でも楽しめる風味バランスで、糖質や熱量を気にしている身には嬉しい選択肢になりそうです。,満足できる味わい,,仕事の合間,Flavor,0.99,Please provide the comment you would like classified.,0.0
881,2025-07-06 12:30:15,20s,male,company_employee,kanto,False,weekly,['beer'],sometimes,['fitness'],def_buy,250_299,5,仕事の合間に飲むのにぴったりの香り高いクラフトビール！フィットネス意識の自分でも罪悪感なく楽しめる絶妙な味わいで、この価格なら絶対リピ買いします！,香り高く絶妙な味わい,,仕事の合間,Aroma,0.9,,
882,2025-07-06 19:03:12,20s,male,company_employee,kanto,False,monthly,['chuhai'],first_time,['doctor_advice' 'low_cal'],maybe,300_349,5,お風呂上がりにこの爽やかな味わいは最高！,爽やかな味わいは最高,,お風呂上がり,Flavor,0.99,None,1.0
883,2025-07-07 07:12:38,60plus,male,company_employee,kinki,False,monthly,['beer' 'highball'],sometimes,['none'],maybe,300_349,3,香りは良かったのですが、炭酸がもう少し控えめだと仕事の合間に飲むのにちょうど良いかなと思いました。,香りが良い,炭酸を控えめにしてほしい,仕事中,Aroma,1.0,MouthfeelCarbonation,1.0
884,2025-07-06 20:12:23,30s,male,company_employee,kanto,True,monthly,['beer'],weekly,['low_carb'],def_buy,300_349,5,夕食時に楽しめる絶品クラフトビールでした！味わいが素晴らしく、特に低糖質なのに本格的な風味が楽しめるのが嬉しいです。運転する日でもノンアルコールで同じ品質が楽しめるなら最高ですね。価格がもう少し手頃になれば、間違いなく定期的に購入したいです。,低糖質で本格的な風味が楽しめる,価格を手頃に設定すれば定期的な購入が見込めます,夕食,CaloriesCarbs,0.9,PriceValue,0.99
885,2025-07-06 17:59:25,20s,male,student,kanto,False,daily,['wine' 'sake'],weekly,['low_cal' 'low_sugar'],def_buy,200_249,3,お風呂上がりに楽しむのにちょうど良い味わいでした。カロリーや糖質を気にしている身としては嬉しい選択肢ですが、学生の立場からすると価格がもう少し手頃だと日常的に購入しやすくなると思います。,ちょうど良い味わい,価格が手頃であれば購入しやすくなる,お風呂上がり,Flavor,0.99,PriceValue,0.99
886,2025-07-07 18:53:45,20s,male,homemaker,kanto,False,monthly,['beer'],first_time,['low_carb'],maybe,under199,4,スポーツ後の爽快感とぴったり合う味わいで、ノンアルコールとは思えない満足感がありました。低糖質なのに本格的なクラフトビールの風味が楽しめるのは嬉しいですね。,ノンアルコールでも本格的なクラフトビールの風味が楽しめる,,スポーツ後,Flavor,0.99,,
887,2025-07-06 15:56:10,60plus,female,company_employee,kanto,False,weekly,['highball' 'sake' 'chuhai'],sometimes,['liver_care'],no,300_349,4,夕方にゆっくりくつろぐ時間に飲みたい、後味の良さが印象的なビールでした。炭酸がもう少し強ければ、ハイボールや酎ハイ好きの私にはさらに良かったかも。,後味が良い,炭酸の強さが不足している,夕方,DrinkabilityAftertaste,1.0,MouthfeelCarbonation,1.0
888,2025-07-06 16:39:30,50s,male,self_employed,kanto,False,weekly,['cocktail'],weekly,['none'],maybe,250_299,4,パッケージのデザインがおしゃれで気に入った。パーティーで出したら映えそう。もう少し苦みがあるとなお良いかな。,パッケージのデザインがおしゃれで気に入った,苦味をもう少し加えると更に好ましい,パーティー,PackagingDesign,0.99,Flavor,0.99
889,2025-07-07 00:01:39,30s,male,other,kinki,False,monthly,['highball'],first_time,['liver_care'],def_buy,350plus,5,香りの豊かさに感動！肝臓を気遣いながらも月イチの贅沢として、夕方のリラックスタイムに絶対買いたいクオリティです。,香りが豊か,,リラックスタイム,Aroma,1.0,,
890,2025-07-07 11:22:22,30s,female,other,kanto,True,weekly,['highball'],sometimes,['low_cal' 'liver_care'],def_buy,200_249,2,炭酸が弱くて少し物足りなさを感じました。味自体は悪くないのですが、仕事の合間に飲むなら、もう少しシュワッとした刺激が欲しいです。,味が良い,炭酸の刺激が不足している,仕事中,Flavor,1.0,MouthfeelCarbonation,0.99
891,2025-07-07 18:14:56,50s,male,company_employee,kanto,True,never,['beer' 'highball' 'cocktail'],weekly,['none'],unsure,200_249,5,香りの豊かさに感動しました！パーティーシーンで楽しむのにぴったりの味わいで、ノンアルコールとは思えないクオリティに大満足です。炭酸がもう少し強めだとさらに爽快感が増すかもしれませんね。,香りの豊かさに感動,炭酸の強さを増すことで爽快感が向上する可能性があります,パーティー,Aroma,1.0,MouthfeelCarbonation,0.99
892,2025-07-06 23:55:35,50s,male,student,kanto,True,monthly,['none'],weekly,['low_sugar'],def_buy,300_349,3,夕食時に楽しめるクラフトビールとして味わいは十分満足できるものでしたが、糖質制限中の身としては低糖質なのも嬉しいポイントです。ただ価格がもう少し抑えめだと、月に一度の楽しみとして定期的に購入しやすくなるので、300円台前半くらいが理想的だと感じました。,低糖質で味わいが満足できる,価格を300円台前半に抑えることで定期購入が容易になることが望ましい,夕食,CaloriesCarbs,0.95,PriceValue,0.99
893,2025-07-06 23:37:25,40s,male,company_employee,kanto,False,weekly,['cocktail'],weekly,['none'],def_buy,200_249,4,香りが素晴らしくて満足だけど、もう少し炭酸が強いとディナーのお供にぴったりかも、このお値段なら絶対買いです。,香りが素晴らしい,炭酸の強さを増やすとディナーに最適です,ディナー,Aroma,1.0,MouthfeelCarbonation,0.99
894,2025-07-06 16:44:06,30s,male,company_employee,kanto,False,never,['highball'],sometimes,['none'],def_buy,250_299,5,カロリー控えめなのに味わい深くて最高！もう少し苦みが効いてたら夜のリラックスタイムにぴったり！,味わい深くて最高,苦味を強化すれば更に魅力が向上します,夜,Flavor,0.99,Flavor,0.99
895,2025-07-06 21:44:41,50s,female,company_employee,kinki,False,daily,['cocktail' 'wine' 'highball'],sometimes,['low_cal'],maybe,200_249,5,夕食と一緒に楽しむのにぴったりな後味の良さ！カクテルやワイン好きの私でも満足できる味わいで、炭酸がもう少し控えめだったら完璧かも。,後味が良い,炭酸の強さを抑えてほしい,夕食,DrinkabilityAftertaste,1.0,MouthfeelCarbonation,0.99
896,2025-07-06 19:26:15,40s,male,company_employee,chubu,False,daily,['chuhai'],sometimes,['none'],def_buy,200_249,5,今回のクラフトビールは味わいが最高でした！BBQのときにこの一杯があれば、もう完璧な組み合わせだと思います。この価格帯でこの満足感は間違いなく定期購入したいレベル。毎日の晩酌が格段に楽しくなりそうです。,味わいが最高,,バーベキュー,Flavor,1.0,None,1.0
897,2025-07-07 16:10:37,20s,male,self_employed,kinki,False,never,['highball' 'shochu'],first_time,['low_sugar' 'low_carb'],unsure,250_299,3,香りは良かったのですが、炭酸がもう少し強いとより楽しめたかもしれません。普段お酒は飲まないのですが、夕方にリラックスしたいときに飲むノンアルとしては悪くない選択肢だと思います。,香りが良い,炭酸の強さが不足している,夕方,Aroma,1.0,MouthfeelCarbonation,0.99
898,2025-07-07 10:31:45,u19,female,other,kanto,True,never,['highball' 'beer' 'chuhai'],sometimes,['low_cal' 'low_sugar'],def_buy,250_299,3,お昼休みに飲むノンアルコールビールとして後味の爽やかさが気に入りました。運転する機会が多いので低カロリー・低糖質なのも嬉しく、250円台なら定期的に購入したいと思います。,後味の爽やかさが気に入りました,,昼休み,DrinkabilityAftertaste,0.99,None,0
899,2025-07-07 09:58:31,20s,female,company_employee,kinki,False,daily,['beer'],first_time,['none'],maybe,250_299,5,お風呂上がりに飲みたい！苦味がもう少し欲しいけど、このクラフトビールの味わいは最高に爽快で、ホップの香りが心地よく広がって幸せな気分になれました！,爽快な味わいと心地よいホップの香り,苦味の強化を希望します,お風呂上がり,Flavor,0.9,Flavor,0.99
900,2025-07-07 18:02:20,30s,female,company_employee,chugoku_shikoku,False,monthly,['chuhai' 'highball'],sometimes,['low_cal'],maybe,300_349,4,香りが良くて食事に合いそう、もう少し安ければ買いたいな。,香りが良く食事に合う,価格を下げれば購入意欲が高まる,食事,Aroma,0.99,PriceValue,0.99
901,2025-07-06 10:45:44,40s,female,company_employee,chubu,True,weekly,['highball'],first_time,['none'],unsure,300_349,3,運動後に飲みたくなる爽やかな香りが良かったけど、もう少しお手頃な価格だと気軽に楽しめるのにな。,爽やかな香りが良い,価格を手頃に設定すべき,運動後,Aroma,1.0,PriceValue,1.0
902,2025-07-07 06:01:07,40s,female,company_employee,kanto,False,weekly,['chuhai'],weekly,['low_cal'],maybe,200_249,4,仕事の合間にちょっと一息つきたいときにぴったりの味わいでした。普段はチューハイを飲むことが多いですが、このクラフトビールは低カロリーなのに味が濃厚で満足感があります。200円台の価格も手に取りやすくて良いですね。,低カロリーでも濃厚な味わい,,仕事の合間,CaloriesCarbs,0.9,None,1.0
903,2025-07-07 18:23:13,20s,female,company_employee,chubu,False,monthly,['sake'],weekly,['low_cal' 'fitness'],maybe,200_249,2,味はそこまで特別感がなく、パッケージは良かったものの、価格が高すぎると感じました。もう少し手頃な価格帯であれば、夕食時に日本酒の代わりに選ぶこともあるかもしれません。,パッケージが良い,価格設定が過剰である,夕食,PackagingDesign,0.99,PriceValue,1.0
904,2025-07-07 14:17:19,20s,other,student,kanto,True,monthly,['cocktail'],first_time,['low_sugar'],no,200_249,5,夕方の一息つく時間に飲んだこのノンアルクラフトビールは、後味の爽やかさが本当に素晴らしく、普段カクテルを好む私でも大満足の味わいでした。糖質制限中でも安心して楽しめる点が嬉しいですが、学生の身としては価格がもう少し手頃だと日常的に購入しやすくなるかなと思います。,後味の爽やかさが素晴らしい,価格を抑えることで購入頻度の向上が期待できる,夕方,DrinkabilityAftertaste,0.99,PriceValue,0.99
905,2025-07-07 12:48:26,60plus,male,self_employed,kyushu_okinawa,False,weekly,['cocktail' 'chuhai'],sometimes,['none'],maybe,200_249,4,スポーツ後の一杯にぴったりで、パッケージのデザインも気に入りました。もう少し炭酸が強ければ完璧だけど、この価格なら十分満足です。,スポーツ後に最適,炭酸の強さを増やすと更に良くなる,スポーツ後,SocialAcceptability,0.92,MouthfeelCarbonation,0.99
906,2025-07-07 00:55:06,20s,female,company_employee,chubu,False,weekly,['chuhai' 'highball' 'beer'],sometimes,['none'],maybe,200_249,4,運転時でも楽しめるノンアルなのに、味わいがしっかりしてて価格もお手頃！,味わいがしっかりして価格が手頃,,運転時,PriceValue,0.92,,
907,2025-07-07 15:55:37,30s,male,other,kanto,False,weekly,['highball' 'beer'],first_time,['low_sugar'],unsure,200_249,5,夕食時に飲むノンアルとは思えない本格的な味わいで感動！炭酸がもう少し強いとハイボール感がアップして完璧かも。,本格的な味わい,炭酸の強さを増やすことでハイボール感が向上し、より完璧になる,夕食,Flavor,0.99,MouthfeelCarbonation,0.99
908,2025-07-06 10:49:05,30s,female,student,kanto,False,weekly,['beer' 'chuhai'],weekly,['low_cal'],def_buy,300_349,4,クラフトビールの味わいが素晴らしく、ランチブレイクにもぴったりだと思いました。週に一度の楽しみとして取り入れたいですが、もう少しお手頃な価格だとうれしいです。,味わいが素晴らしい,価格をより手頃に設定してほしい,ランチ,Flavor,0.99,PriceValue,1.0
909,2025-07-06 20:02:29,20s,male,homemaker,kinki,False,monthly,['beer' 'shochu'],first_time,['low_sugar'],def_buy,under199,4,お風呂上がりに飲むのにぴったりの低カロリービールで、糖質制限中の私にとって嬉しい発見でした。もう少し苦みが強ければさらに好みに近づくと思いますが、この価格帯でこの品質は十分満足できます。,低カロリービールで糖質制限中に嬉しい,苦味を強化すれば好みへ近づく,お風呂上がり,CaloriesCarbs,0.99,Flavor,0.99
910,2025-07-06 10:21:34,40s,male,homemaker,chubu,False,monthly,['beer'],sometimes,['none'],unsure,under199,4,お風呂上がりに楽しめるクラフトビールとしては価格も手頃で満足感がありました。苦みがもう少し控えめだと個人的には飲みやすくなるかなと思いますが、この価格帯でこの品質は嬉しい発見です。,価格が手頃で品質が高い,苦味を抑えると飲みやすくなる,お風呂上がり,PriceValue,0.99,Flavor,0.95
911,2025-07-06 16:31:20,20s,female,company_employee,kanto,True,weekly,['chuhai' 'beer' 'sake'],sometimes,['low_cal'],unsure,200_249,4,ランチタイムに軽く一杯できるノンアルビールとしては味わいが本格的で満足感あり、このお値段なら気軽に楽しめそう！,味わいが本格的で満足感がある,,ランチタイム,Flavor,0.99,,
912,2025-07-06 10:31:49,20s,female,other,kinki,True,daily,['wine' 'highball' 'cocktail'],first_time,['low_cal' 'low_carb'],maybe,350plus,2,炭酸が強すぎて飲みにくい。もう少し弱めだといいな。,,炭酸の強さが過剰で飲みづらい,,None,1.0,MouthfeelCarbonation,0.95
913,2025-07-07 18:39:58,60plus,male,self_employed,kanto,False,weekly,['chuhai'],sometimes,['none'],def_buy,200_249,3,運転時に飲めるのが良く、カロリー控えめなのも気に入りましたが、もう少し苦みが抑えられていると完璧かな。この価格なら定期的に買いたいです。,カロリー控えめ,苦味の軽減が望ましい,運転時,CaloriesCarbs,1.0,Flavor,0.99
914,2025-07-07 19:27:26,20s,female,student,kanto,False,never,['chuhai' 'shochu'],sometimes,['low_carb' 'fitness'],maybe,200_249,4,お酒は飲まないけど、このノンアルビールは低カロリーで嬉しい！BBQの時に気兼ねなく楽しめそう。もう少し苦味があると個人的には好みかな。200円台なら時々買ってもいいかも。,低カロリーで嬉しい,苦味がもう少し欲しい,バーベキュー,CaloriesCarbs,1.0,Flavor,0.99
915,2025-07-06 21:29:03,60plus,female,other,kanto,False,daily,['beer'],first_time,['liver_care' 'low_sugar'],maybe,250_299,5,初めてノンアルコールビールを試しましたが、パッケージデザインが素晴らしく、パーティーシーンでも映えると思います！肝臓ケアや糖質制限中の私にとって嬉しい選択肢で、味わいも大満足です。炭酸がもう少し控えめだとさらに飲みやすくなるかもしれませんね。,味わいが大満足,炭酸の強さを抑えることで飲みやすさが向上することが望まれます,パーティー,Flavor,1.0,MouthfeelCarbonation,0.96
916,2025-07-06 21:52:43,20s,female,self_employed,kinki,True,weekly,['none'],sometimes,['low_carb'],maybe,200_249,4,運転時にも安心して楽しめる低カロリーなノンアルコールビールで、糖質制限中の私にとって嬉しい選択肢でした。味わいも十分満足できるクオリティですが、もう少しリーズナブルな価格設定だとより気軽に日常使いできるかなと思います。,低カロリーで糖質制限中でも満足できる,価格をより手頃に設定すれば日常利用が促進されると考えます,運転,CaloriesCarbs,0.99,PriceValue,0.99
917,2025-07-06 13:19:40,60plus,male,company_employee,kinki,True,never,['none' 'highball' 'wine'],sometimes,['low_cal'],maybe,200_249,4,普段お酒は飲まないけど、このノンアルクラフトビールは後味が良くて夕食に合いそう。もう少し炭酸が強ければ完璧だけど、この価格なら十分満足です。,後味が良い,炭酸の強さを向上させてほしい,夕食,DrinkabilityAftertaste,1.0,MouthfeelCarbonation,0.99
918,2025-07-06 22:36:27,20s,female,company_employee,kanto,True,weekly,['beer' 'wine' 'chuhai'],sometimes,['low_sugar'],maybe,250_299,4,味がとても良かったです！炭酸がもう少し強いと夕方のリラックスタイムにぴったりかも。,味がとても良い,炭酸の強さを増すことを要望します,リラックスタイム,Flavor,1.0,MouthfeelCarbonation,1.0
919,2025-07-06 15:08:20,20s,female,other,kinki,False,weekly,['beer' 'cocktail'],weekly,['low_sugar' 'low_cal'],maybe,200_249,3,味は気に入ったけど、もう少し炭酸が強いとリラックスタイムに最高なのに。糖質控えめなのは嬉しいポイント。,味が好き,炭酸の強さを増すことが望ましい,リラックスタイム,Flavor,0.99,MouthfeelCarbonation,1.0
920,2025-07-07 01:20:18,20s,female,company_employee,chubu,True,weekly,['highball'],weekly,['liver_care'],def_buy,200_249,4,夕方のリラックスタイムにぴったりの味わいで、とても満足しました。ハイボール好きな私でも楽しめる風味バランスで、このクオリティなら200円台前半でも納得です。もう少し苦みが効いていたら個人的には完璧だったかも。,風味バランスが良い,苦味をもう少し強くすれば完璧になる,夕方,Flavor,1.0,Flavor,0.99
921,2025-07-06 12:16:44,20s,male,company_employee,chubu,False,monthly,['cocktail' 'highball'],first_time,['low_cal'],maybe,300_349,3,クラフトビールの味わいは良かったのですが、お風呂上がりに気軽に楽しむには価格がやや高く感じました。カクテルやハイボールが好きな私にとっては新鮮な体験でしたが、もう少しリーズナブルな価格設定だとより購入しやすくなると思います。,味わいが良い,価格設定が高くよりリーズナブルにすべき,お風呂上がり,Flavor,0.99,PriceValue,1.0
922,2025-07-07 12:46:06,30s,female,student,kyushu_okinawa,True,weekly,['beer' 'sake'],weekly,['fitness' 'low_cal'],def_buy,under199,4,昼休みにさっと飲めるクラフトビールとしては価格がとても魅力的で、運動習慣がある私でも罪悪感なく楽しめる低カロリーな点が素晴らしいです。炭酸がもう少し強めだとより爽快感が増して、ランチタイムのリフレッシュにぴったりになると思います。,低カロリーで罪悪感なく楽しめる,炭酸の強さを向上させて爽快感を高めてほしい,昼休み,CaloriesCarbs,0.99,MouthfeelCarbonation,0.99
923,2025-07-07 07:41:03,30s,male,self_employed,kanto,False,weekly,['wine' 'beer' 'highball'],weekly,['fitness' 'low_carb'],maybe,250_299,5,風呂上がりに一杯やるなら絶対これ！香りと味のバランスが完璧で、低糖質なのに本格的な味わいが楽しめるのが最高です！,香りと味のバランスが完璧で低糖質でも本格的な味わい,,風呂上がり,Flavor,0.95,,
